,Kruskal_time,Prim_time,Num_of_nodes,Completeness
0,0.01309,0.03712,500.0,0.01
1,0.01269,0.03586,500.0,0.01
2,0.01236,0.03597,500.0,0.01
3,0.07979,0.29411,500.0,0.11
4,0.07924,0.29361,500.0,0.11
5,0.082,0.32886,500.0,0.11
6,0.37739,0.54736,500.0,0.21
7,0.37452,0.55057,500.0,0.21
8,0.38862,0.55289,500.0,0.21
9,0.88268,0.80601,500.0,0.31
10,0.84077,0.80129,500.0,0.31
11,0.90297,0.82144,500.0,0.31
12,1.54524,1.08664,500.0,0.41
13,1.46862,1.05342,500.0,0.41
14,1.56277,1.07303,500.0,0.41
15,2.36982,1.33627,500.0,0.51
16,2.248,1.30321,500.0,0.51
17,2.31087,1.34372,500.0,0.51
18,3.36983,1.70786,500.0,0.61
19,3.27207,1.57108,500.0,0.61
20,3.32166,1.57339,500.0,0.61
21,4.60532,1.93243,500.0,0.71
22,4.39846,1.83509,500.0,0.71
23,4.53998,1.85924,500.0,0.71
24,6.01236,2.13754,500.0,0.81
25,5.73821,2.07489,500.0,0.81
26,5.60092,2.08406,500.0,0.81
27,7.49173,2.38694,500.0,0.91
28,7.20991,2.33734,500.0,0.91
29,7.28598,2.53478,500.0,0.91
30,0.01726,0.06123,500.0,0.02
31,0.01744,0.06175,500.0,0.02
32,0.02209,0.087,500.0,0.03
33,0.0221,0.0874,500.0,0.03
34,0.02824,0.11609,500.0,0.04
35,0.02848,0.11503,500.0,0.04
36,0.03514,0.14536,500.0,0.05
37,0.0319,0.1355,500.0,0.05
38,0.03941,0.16695,500.0,0.06
39,0.03888,0.16426,500.0,0.06
40,0.04609,0.19395,500.0,0.07
41,0.04431,0.18868,500.0,0.07
42,0.05166,0.21636,500.0,0.08
43,0.05222,0.21421,500.0,0.08
44,0.05854,0.23897,500.0,0.09
45,0.05873,0.23669,500.0,0.09
46,0.06698,0.26327,500.0,0.1
47,0.0679,0.26742,500.0,0.1
48,0.09251,0.31362,500.0,0.12
49,0.09547,0.32056,500.0,0.12
50,0.1096,0.34013,500.0,0.13
51,0.12248,0.35615,500.0,0.13
52,0.13714,0.36795,500.0,0.14
53,0.14404,0.37682,500.0,0.14
54,0.16727,0.39657,500.0,0.15
55,0.17036,0.38728,500.0,0.15
56,0.2008,0.423,500.0,0.16
57,0.19242,0.59129,500.0,0.16
58,0.23451,0.44747,500.0,0.17
59,0.23203,0.44892,500.0,0.17
60,0.26483,0.47149,500.0,0.18
61,0.26649,0.47203,500.0,0.18
62,0.29753,0.49985,500.0,0.19
63,0.30286,0.50169,500.0,0.19
64,0.33988,0.52147,500.0,0.2
65,0.35191,0.52988,500.0,0.2
66,0.41207,0.5734,500.0,0.22
67,0.42733,0.63298,500.0,0.22
68,0.45331,0.60006,500.0,0.23
69,0.49494,0.61127,500.0,0.23
70,0.48343,0.61849,500.0,0.24
71,0.52003,0.62921,500.0,0.24
72,0.53489,0.64123,500.0,0.25
73,0.56365,0.67406,500.0,0.25
74,0.58692,0.67237,500.0,0.26
75,0.62023,0.72032,500.0,0.26
76,0.62675,0.69808,500.0,0.27
77,0.68027,0.72664,500.0,0.27
78,0.68615,0.7284,500.0,0.28
79,0.70838,0.7344,500.0,0.28
80,0.7484,0.75594,500.0,0.29
81,0.79546,0.78841,500.0,0.29
82,0.79215,0.7771,500.0,0.3
83,0.81023,0.97119,500.0,0.3
84,0.91459,0.82893,500.0,0.32
85,0.95171,0.84484,500.0,0.32
86,0.98588,0.85853,500.0,0.33
87,0.99625,0.872,500.0,0.33
88,1.06072,0.89024,500.0,0.34
89,1.02812,0.87478,500.0,0.34
90,1.07304,0.8982,500.0,0.35
91,1.10887,0.9078,500.0,0.35
92,1.13436,0.92489,500.0,0.36
93,1.15857,0.93861,500.0,0.36
94,1.22464,0.95002,500.0,0.37
95,1.23298,0.96481,500.0,0.37
96,1.29419,0.98037,500.0,0.38
97,1.30225,0.98401,500.0,0.38
98,1.34583,1.00881,500.0,0.39
99,1.44675,1.03124,500.0,0.39
100,1.40275,1.02804,500.0,0.4
101,1.51051,1.04691,500.0,0.4
102,1.53688,1.07719,500.0,0.42
103,1.59905,1.09391,500.0,0.42
104,1.64474,1.10914,500.0,0.43
105,1.63951,1.10691,500.0,0.43
106,1.68531,1.12862,500.0,0.44
107,1.73054,1.13805,500.0,0.44
108,1.80382,1.16069,500.0,0.45
109,1.87151,1.1939,500.0,0.45
110,1.86199,1.18808,500.0,0.46
111,1.97174,1.22548,500.0,0.46
112,1.99046,1.21846,500.0,0.47
113,1.93437,1.22978,500.0,0.47
114,2.02631,1.23174,500.0,0.48
115,2.08227,1.26282,500.0,0.48
116,2.1335,1.25995,500.0,0.49
117,2.2773,1.29124,500.0,0.49
118,2.20747,1.28478,500.0,0.5
119,2.26157,1.29223,500.0,0.5
120,2.37128,1.33368,500.0,0.52
121,2.45554,1.35324,500.0,0.52
122,2.4573,1.3639,500.0,0.53
123,2.52517,1.37009,500.0,0.53
124,2.59366,1.39368,500.0,0.54
125,2.62597,1.41085,500.0,0.54
126,2.66059,1.4117,500.0,0.55
127,2.6849,1.42296,500.0,0.55
128,2.75884,1.44477,500.0,0.56
129,2.83532,1.44023,500.0,0.56
130,2.86468,1.49563,500.0,0.57
131,2.84947,1.4662,500.0,0.57
132,3.1117,1.52704,500.0,0.58
133,2.97759,1.48541,500.0,0.58
134,3.15706,1.52193,500.0,0.59
135,3.08503,1.51725,500.0,0.59
136,3.12765,1.53773,500.0,0.6
137,3.30708,1.584,500.0,0.6
138,3.37758,1.59257,500.0,0.62
139,3.38937,1.6095,500.0,0.62
140,3.46289,1.61726,500.0,0.63
141,3.63375,1.7725,500.0,0.63
142,3.56791,1.63795,500.0,0.64
143,3.82985,1.67413,500.0,0.64
144,3.67595,1.66693,500.0,0.65
145,4.07969,1.7169,500.0,0.65
146,3.80678,1.69211,500.0,0.66
147,3.91549,1.71339,500.0,0.66
148,3.92343,1.72159,500.0,0.67
149,4.25419,1.76016,500.0,0.67
150,4.04969,1.74709,500.0,0.68
151,4.2475,1.78631,500.0,0.68
152,4.15315,1.77371,500.0,0.69
153,4.27309,1.82196,500.0,0.69
154,4.24065,1.79959,500.0,0.7
155,4.45746,1.86042,500.0,0.7
156,4.53935,1.86053,500.0,0.72
157,4.63188,1.88701,500.0,0.72
158,4.65566,1.87843,500.0,0.73
159,4.7277,1.89646,500.0,0.73
160,4.73715,1.90155,500.0,0.74
161,4.88789,1.91373,500.0,0.74
162,4.93293,1.92807,500.0,0.75
163,4.91567,1.93885,500.0,0.75
164,5.04792,1.95222,500.0,0.76
165,5.15093,1.96134,500.0,0.76
166,5.15045,1.97588,500.0,0.77
167,5.34459,1.97833,500.0,0.77
168,5.26968,2.00249,500.0,0.78
169,5.19978,2.01499,500.0,0.78
170,5.40059,2.03359,500.0,0.79
171,5.57963,2.02945,500.0,0.79
172,5.51782,2.04863,500.0,0.8
173,5.65912,2.05206,500.0,0.8
174,5.82874,2.10533,500.0,0.82
175,5.95527,2.14109,500.0,0.82
176,5.90485,2.12733,500.0,0.83
177,6.12214,2.19974,500.0,0.83
178,6.09134,2.157,500.0,0.84
179,6.24029,2.16593,500.0,0.84
180,6.20449,2.18038,500.0,0.85
181,6.36891,2.19776,500.0,0.85
182,6.4706,2.20865,500.0,0.86
183,6.68516,2.31503,500.0,0.86
184,6.66099,2.2419,500.0,0.87
185,6.7236,2.22933,500.0,0.87
186,6.80586,2.2605,500.0,0.88
187,6.81606,2.2696,500.0,0.88
188,6.90076,2.28831,500.0,0.89
189,6.95265,2.32475,500.0,0.89
190,7.10474,2.31477,500.0,0.9
191,7.20054,2.31175,500.0,0.9
192,7.3977,2.36461,500.0,0.92
193,7.65827,2.48207,500.0,0.92
194,7.49212,2.39746,500.0,0.93
195,7.85107,2.65321,500.0,0.93
196,7.66138,2.42561,500.0,0.94
197,7.91745,2.48654,500.0,0.94
198,7.77851,2.43879,500.0,0.95
199,8.30311,2.46385,500.0,0.95
200,7.94482,2.45969,500.0,0.96
201,8.21555,2.50135,500.0,0.96
202,8.16066,2.49118,500.0,0.97
203,8.2447,2.49106,500.0,0.97
204,8.25103,2.51189,500.0,0.98
205,8.36751,2.55023,500.0,0.98
206,8.41759,2.53969,500.0,0.99
207,8.58107,2.56582,500.0,0.99
208,8.60631,2.56651,500.0,1.0
209,8.83991,2.58831,500.0,1.0
210,0.01293,0.03672,495.0,0.01
211,0.01225,0.03478,495.0,0.01
212,0.01218,0.0342,495.0,0.01
213,0.07484,0.28462,495.0,0.11
214,0.07486,0.28276,495.0,0.11
215,0.07517,0.28315,495.0,0.11
216,0.37305,0.54134,495.0,0.21
217,0.35485,0.53112,495.0,0.21
218,0.35422,0.52707,495.0,0.21
219,0.85108,0.79466,495.0,0.31
220,0.79385,0.77332,495.0,0.31
221,0.83821,0.77776,495.0,0.31
222,1.48156,1.07611,495.0,0.41
223,1.45769,1.03262,495.0,0.41
224,1.46177,1.03467,495.0,0.41
225,2.26803,1.293,495.0,0.51
226,2.20134,1.26765,495.0,0.51
227,2.22383,1.27158,495.0,0.51
228,3.27534,1.55871,495.0,0.61
229,3.14012,1.52456,495.0,0.61
230,3.14565,1.51931,495.0,0.61
231,4.35815,1.77436,495.0,0.71
232,4.1949,1.76984,495.0,0.71
233,4.22355,1.762,495.0,0.71
234,5.81214,2.23218,495.0,0.81
235,5.48804,2.02196,495.0,0.81
236,5.48674,2.02411,495.0,0.81
237,7.09631,2.28984,495.0,0.91
238,6.8928,2.27032,495.0,0.91
239,6.88647,2.26843,495.0,0.91
240,0.01719,0.06116,495.0,0.02
241,0.01698,0.06063,495.0,0.02
242,0.02139,0.08375,495.0,0.03
243,0.02186,0.08506,495.0,0.03
244,0.02638,0.11031,495.0,0.04
245,0.0271,0.10953,495.0,0.04
246,0.03217,0.13489,495.0,0.05
247,0.03209,0.13632,495.0,0.05
248,0.03707,0.15805,495.0,0.06
249,0.03729,0.15772,495.0,0.06
250,0.04315,0.18424,495.0,0.07
251,0.04389,0.18618,495.0,0.07
252,0.04946,0.2073,495.0,0.08
253,0.04963,0.21413,495.0,0.08
254,0.05674,0.2351,495.0,0.09
255,0.05912,0.24035,495.0,0.09
256,0.08784,0.3095,495.0,0.12
257,0.08702,0.30581,495.0,0.12
258,0.10547,0.33246,495.0,0.13
259,0.10651,0.33062,495.0,0.13
260,0.13221,0.36039,495.0,0.14
261,0.12916,0.35488,495.0,0.14
262,0.15637,0.38118,495.0,0.15
263,0.15953,0.38253,495.0,0.15
264,0.17774,0.4019,495.0,0.16
265,0.18857,0.40619,495.0,0.16
266,0.21109,0.42882,495.0,0.17
267,0.21899,0.43142,495.0,0.17
268,0.25034,0.4569,495.0,0.18
269,0.25654,0.45847,495.0,0.18
270,0.28808,0.48196,495.0,0.19
271,0.29036,0.48442,495.0,0.19
272,0.40279,0.55472,495.0,0.22
273,0.39747,0.55236,495.0,0.22
274,0.43915,0.58155,495.0,0.23
275,0.43246,0.57786,495.0,0.23
276,0.47478,0.60345,495.0,0.24
277,0.49084,0.60704,495.0,0.24
278,0.53653,0.63412,495.0,0.25
279,0.53381,0.63019,495.0,0.25
280,0.55914,0.64807,495.0,0.26
281,0.56858,0.6535,495.0,0.26
282,0.61938,0.68149,495.0,0.27
283,0.64471,0.68501,495.0,0.27
284,0.66102,0.70457,495.0,0.28
285,0.67077,0.70006,495.0,0.28
286,0.71307,0.72917,495.0,0.29
287,0.71007,0.72151,495.0,0.29
288,0.87193,0.79624,495.0,0.32
289,0.88261,0.80756,495.0,0.32
290,0.92399,0.82484,495.0,0.33
291,0.94174,0.83399,495.0,0.33
292,0.99809,0.84977,495.0,0.34
293,1.02692,0.85385,495.0,0.34
294,1.05118,0.88014,495.0,0.35
295,1.04947,0.8727,495.0,0.35
296,1.10361,0.90082,495.0,0.36
297,1.11632,0.89878,495.0,0.36
298,1.15578,0.91782,495.0,0.37
299,1.17013,0.92206,495.0,0.37
300,1.23937,0.95163,495.0,0.38
301,1.24641,0.95132,495.0,0.38
302,1.30025,0.97435,495.0,0.39
303,1.3508,0.98248,495.0,0.39
304,1.52164,1.04583,495.0,0.42
305,1.5036,1.05811,495.0,0.42
306,1.6079,1.07532,495.0,0.43
307,1.59262,1.07636,495.0,0.43
308,1.65699,1.10386,495.0,0.44
309,1.66913,1.09561,495.0,0.44
310,1.7244,1.12178,495.0,0.45
311,1.73543,1.12548,495.0,0.45
312,1.78834,1.14726,495.0,0.46
313,1.79457,1.14635,495.0,0.46
314,1.88472,1.17342,495.0,0.47
315,1.89622,1.17931,495.0,0.47
316,1.97383,1.19667,495.0,0.48
317,1.98407,1.20201,495.0,0.48
318,2.07712,1.22402,495.0,0.49
319,2.05185,1.2219,495.0,0.49
320,2.29109,1.2973,495.0,0.52
321,2.29633,1.29812,495.0,0.52
322,2.37254,1.32605,495.0,0.53
323,2.41464,1.32325,495.0,0.53
324,2.44455,1.34755,495.0,0.54
325,2.45409,1.34225,495.0,0.54
326,2.58407,1.37454,495.0,0.55
327,2.60281,1.37521,495.0,0.55
328,2.64589,1.3917,495.0,0.56
329,2.6711,1.39501,495.0,0.56
330,2.78317,1.42347,495.0,0.57
331,2.78764,1.4297,495.0,0.57
332,2.82043,1.44407,495.0,0.58
333,2.88682,1.44966,495.0,0.58
334,2.95511,1.47326,495.0,0.59
335,2.99964,1.47535,495.0,0.59
336,3.24491,1.54385,495.0,0.62
337,3.27214,1.55024,495.0,0.62
338,3.33931,1.57543,495.0,0.63
339,3.38318,1.56898,495.0,0.63
340,3.44225,1.59657,495.0,0.64
341,3.46675,1.60047,495.0,0.64
342,3.5806,1.62292,495.0,0.65
343,3.58842,1.64105,495.0,0.65
344,3.65592,1.64426,495.0,0.66
345,3.75652,1.64538,495.0,0.66
346,3.83334,1.67053,495.0,0.67
347,3.77023,1.67091,495.0,0.67
348,3.89432,1.69636,495.0,0.68
349,3.90465,1.69613,495.0,0.68
350,3.95307,1.71573,495.0,0.69
351,4.00446,1.71704,495.0,0.69
352,4.34365,1.7941,495.0,0.72
353,4.37804,1.80028,495.0,0.72
354,4.40489,1.81729,495.0,0.73
355,4.50578,1.81835,495.0,0.73
356,4.6098,1.84206,495.0,0.74
357,4.6799,1.84361,495.0,0.74
358,4.703,1.8706,495.0,0.75
359,4.68792,1.8696,495.0,0.75
360,4.80984,1.89568,495.0,0.76
361,4.83609,1.8916,495.0,0.76
362,4.93385,1.92389,495.0,0.77
363,4.96898,1.91616,495.0,0.77
364,5.06494,1.94208,495.0,0.78
365,5.13787,1.94268,495.0,0.78
366,5.25079,1.96804,495.0,0.79
367,5.16558,1.96294,495.0,0.79
368,5.57721,2.03804,495.0,0.82
369,5.58587,2.04246,495.0,0.82
370,5.73178,2.07086,495.0,0.83
371,5.80932,2.08316,495.0,0.83
372,5.83405,2.09819,495.0,0.84
373,5.92457,2.09599,495.0,0.84
374,6.01076,2.11963,495.0,0.85
375,5.97533,2.11893,495.0,0.85
376,6.15608,2.14432,495.0,0.86
377,6.1595,2.1435,495.0,0.86
378,6.26658,2.1727,495.0,0.87
379,6.30254,2.17379,495.0,0.87
380,6.49345,2.19677,495.0,0.88
381,6.51373,2.19281,495.0,0.88
382,6.58903,2.2173,495.0,0.89
383,6.56784,2.22136,495.0,0.89
384,7.06544,2.29542,495.0,0.92
385,7.0098,2.30664,495.0,0.92
386,7.14651,2.31822,495.0,0.93
387,7.24682,2.32992,495.0,0.93
388,7.32311,2.34415,495.0,0.94
389,7.40519,2.35422,495.0,0.94
390,7.50141,2.36791,495.0,0.95
391,7.49761,2.37913,495.0,0.95
392,7.62521,2.40139,495.0,0.96
393,7.6895,2.4067,495.0,0.96
394,7.78513,2.52507,495.0,0.97
395,7.89336,2.42894,495.0,0.97
396,7.87005,2.44309,495.0,0.98
397,8.02863,2.4525,495.0,0.98
398,8.09529,2.4681,495.0,0.99
399,8.16941,2.47726,495.0,0.99
400,0.06395,0.25719,495.0,0.1
401,0.06438,0.25544,495.0,0.1
402,0.32737,0.51059,495.0,0.2
403,0.32248,0.50882,495.0,0.2
404,0.76054,0.75305,495.0,0.3
405,0.77516,0.75234,495.0,0.3
406,1.35596,0.99996,495.0,0.4
407,1.42122,1.00202,495.0,0.4
408,2.09545,1.24939,495.0,0.5
409,2.12599,1.24262,495.0,0.5
410,3.01436,1.49698,495.0,0.6
411,3.09652,1.49902,495.0,0.6
412,4.07194,1.76164,495.0,0.7
413,4.10716,1.74317,495.0,0.7
414,5.34072,2.01037,495.0,0.8
415,5.32151,1.98918,495.0,0.8
416,6.68548,2.24178,495.0,0.9
417,6.72819,2.24678,495.0,0.9
418,8.1782,2.49061,495.0,1.0
419,8.24043,2.51656,495.0,1.0
420,0.01195,0.03507,490.0,0.01
421,0.01202,0.03545,490.0,0.01
422,0.01242,0.03524,490.0,0.01
423,0.07059,0.27567,490.0,0.11
424,0.0716,0.27519,490.0,0.11
425,0.07305,0.27764,490.0,0.11
426,0.34594,0.51978,490.0,0.21
427,0.34678,0.52757,490.0,0.21
428,0.34485,0.5149,490.0,0.21
429,0.80784,0.75741,490.0,0.31
430,0.81359,0.791,490.0,0.31
431,0.81529,0.75633,490.0,0.31
432,1.43832,1.00758,490.0,0.41
433,1.56479,1.0178,490.0,0.41
434,1.37136,0.99413,490.0,0.41
435,2.16964,1.24702,490.0,0.51
436,2.13089,1.2383,490.0,0.51
437,2.1295,1.23044,490.0,0.51
438,3.10535,1.50471,490.0,0.61
439,3.02477,1.47954,490.0,0.61
440,2.9884,1.47232,490.0,0.61
441,4.17289,1.72767,490.0,0.71
442,4.418,1.76045,490.0,0.71
443,4.06144,1.71632,490.0,0.71
444,5.41113,1.9966,490.0,0.81
445,5.23029,1.96226,490.0,0.81
446,5.29295,1.96246,490.0,0.81
447,6.84498,2.24636,490.0,0.91
448,6.57287,2.20881,490.0,0.91
449,6.64644,2.19814,490.0,0.91
450,0.01636,0.05808,490.0,0.02
451,0.01602,0.05695,490.0,0.02
452,0.0207,0.08136,490.0,0.03
453,0.02115,0.08298,490.0,0.03
454,0.02629,0.10779,490.0,0.04
455,0.02645,0.10934,490.0,0.04
456,0.03105,0.13038,490.0,0.05
457,0.03119,0.13081,490.0,0.05
458,0.03575,0.1543,490.0,0.06
459,0.03619,0.15382,490.0,0.06
460,0.04214,0.17895,490.0,0.07
461,0.04202,0.17758,490.0,0.07
462,0.04752,0.20423,490.0,0.08
463,0.04914,0.20333,490.0,0.08
464,0.05388,0.22402,490.0,0.09
465,0.05472,0.2262,490.0,0.09
466,0.0847,0.29885,490.0,0.12
467,0.08663,0.29918,490.0,0.12
468,0.09942,0.31977,490.0,0.13
469,0.10308,0.32528,490.0,0.13
470,0.12401,0.34715,490.0,0.14
471,0.12402,0.34952,490.0,0.14
472,0.14801,0.3716,490.0,0.15
473,0.14434,0.36783,490.0,0.15
474,0.17514,0.39437,490.0,0.16
475,0.17552,0.39453,490.0,0.16
476,0.20698,0.4225,490.0,0.17
477,0.21327,0.42008,490.0,0.17
478,0.24942,0.46387,490.0,0.18
479,0.23747,0.44191,490.0,0.18
480,0.35487,0.47331,490.0,0.19
481,0.28413,0.47614,490.0,0.19
482,0.38075,0.54302,490.0,0.22
483,0.38342,0.54179,490.0,0.22
484,0.41188,0.55995,490.0,0.23
485,0.4166,0.56187,490.0,0.23
486,0.43245,0.57986,490.0,0.24
487,0.45535,0.58445,490.0,0.24
488,0.49038,0.60841,490.0,0.25
489,0.49756,0.60954,490.0,0.25
490,0.53417,0.6335,490.0,0.26
491,0.53647,0.63005,490.0,0.26
492,0.58517,0.65767,490.0,0.27
493,0.60164,0.66326,490.0,0.27
494,0.65395,0.70084,490.0,0.28
495,0.64337,0.68154,490.0,0.28
496,0.81826,0.73495,490.0,0.29
497,0.6788,0.71354,490.0,0.29
498,0.85108,0.78199,490.0,0.32
499,0.83901,0.77781,490.0,0.32
500,0.89866,0.81237,490.0,0.33
501,0.92,0.80518,490.0,0.33
502,0.95074,0.83181,490.0,0.34
503,0.95179,0.82878,490.0,0.34
504,1.03243,0.85678,490.0,0.35
505,1.03014,0.8579,490.0,0.35
506,1.07164,0.88203,490.0,0.36
507,1.07815,0.8704,490.0,0.36
508,1.14513,0.92115,490.0,0.37
509,1.12036,0.89417,490.0,0.37
510,1.19528,0.92415,490.0,0.38
511,1.19433,0.92411,490.0,0.38
512,1.27339,0.97394,490.0,0.39
513,1.23496,0.94275,490.0,0.39
514,1.5068,1.04409,490.0,0.42
515,1.45186,1.0179,490.0,0.42
516,1.56196,1.07226,490.0,0.43
517,1.52952,1.04409,490.0,0.43
518,1.68908,1.08905,490.0,0.44
519,1.57282,1.06264,490.0,0.44
520,1.68572,1.11154,490.0,0.45
521,1.64745,1.08812,490.0,0.45
522,1.83614,1.16821,490.0,0.46
523,1.71964,1.10852,490.0,0.46
524,1.83415,1.13897,490.0,0.47
525,1.82565,1.13356,490.0,0.47
526,1.90517,1.1591,490.0,0.48
527,1.91471,1.16066,490.0,0.48
528,1.96272,1.18796,490.0,0.49
529,1.9586,1.19078,490.0,0.49
530,2.23206,1.30545,490.0,0.52
531,2.19494,1.25546,490.0,0.52
532,2.35607,1.29599,490.0,0.53
533,2.29599,1.27644,490.0,0.53
534,2.39391,1.33229,490.0,0.54
535,2.35005,1.302,490.0,0.54
536,2.46008,1.33089,490.0,0.55
537,2.49254,1.33105,490.0,0.55
538,2.53627,1.36086,490.0,0.56
539,2.60259,1.35622,490.0,0.56
540,2.66707,1.38217,490.0,0.57
541,2.65576,1.37798,490.0,0.57
542,2.68328,1.3965,490.0,0.58
543,2.76456,1.40432,490.0,0.58
544,2.84199,1.42864,490.0,0.59
545,2.85702,1.43614,490.0,0.59
546,3.1424,1.50012,490.0,0.62
547,3.11942,1.49809,490.0,0.62
548,3.21066,1.52442,490.0,0.63
549,3.20981,1.52331,490.0,0.63
550,3.30358,1.55011,490.0,0.64
551,3.34766,1.55031,490.0,0.64
552,3.39295,1.57527,490.0,0.65
553,3.44718,1.57303,490.0,0.65
554,3.5011,1.60104,490.0,0.66
555,3.53127,1.59895,490.0,0.66
556,3.7413,1.64973,490.0,0.67
557,3.60861,1.61695,490.0,0.67
558,3.73888,1.67061,490.0,0.68
559,3.75964,1.6491,490.0,0.68
560,3.98975,1.7748,490.0,0.69
561,3.87331,1.66737,490.0,0.69
562,4.32729,1.76131,490.0,0.72
563,4.17531,1.74146,490.0,0.72
564,4.37031,1.80439,490.0,0.73
565,4.25686,1.75946,490.0,0.73
566,4.77942,1.82661,490.0,0.74
567,4.41312,1.79542,490.0,0.74
568,4.59686,1.81918,490.0,0.75
569,4.53552,1.81767,490.0,0.75
570,4.78978,1.84245,490.0,0.76
571,4.6387,1.83677,490.0,0.76
572,4.99817,1.96534,490.0,0.77
573,4.77336,1.86414,490.0,0.77
574,5.34901,1.88777,490.0,0.78
575,4.87056,1.88598,490.0,0.78
576,5.05429,1.92249,490.0,0.79
577,5.07743,1.909,490.0,0.79
578,5.53626,2.01076,490.0,0.82
579,5.57499,1.98305,490.0,0.82
580,5.554,2.0034,490.0,0.83
581,5.5441,2.0071,490.0,0.83
582,5.56861,2.03326,490.0,0.84
583,5.64453,2.02944,490.0,0.84
584,5.76052,2.05319,490.0,0.85
585,5.77901,2.06221,490.0,0.85
586,5.96223,2.08075,490.0,0.86
587,5.8666,2.07919,490.0,0.86
588,6.07162,2.10185,490.0,0.87
589,6.0553,2.10854,490.0,0.87
590,6.16838,2.13013,490.0,0.88
591,6.12297,2.13119,490.0,0.88
592,6.36223,2.15148,490.0,0.89
593,6.31458,2.1586,490.0,0.89
594,6.73142,2.22707,490.0,0.92
595,6.75149,2.22343,490.0,0.92
596,6.84847,2.24892,490.0,0.93
597,6.92988,2.25197,490.0,0.93
598,7.03089,2.27397,490.0,0.94
599,7.09186,2.27442,490.0,0.94
600,7.2333,2.29879,490.0,0.95
601,7.19988,2.29301,490.0,0.95
602,7.28265,2.32265,490.0,0.96
603,7.34754,2.32443,490.0,0.96
604,7.45111,2.34939,490.0,0.97
605,7.55481,2.34611,490.0,0.97
606,7.57213,2.37473,490.0,0.98
607,7.67918,2.36936,490.0,0.98
608,7.74005,2.40237,490.0,0.99
609,7.77831,2.39412,490.0,0.99
610,0.06424,0.25436,490.0,0.1
611,0.06435,0.24875,490.0,0.1
612,0.29782,0.48857,490.0,0.2
613,0.30818,0.4921,490.0,0.2
614,0.72858,0.73226,490.0,0.3
615,0.74586,0.73729,490.0,0.3
616,1.30413,0.97071,490.0,0.4
617,1.32566,0.96526,490.0,0.4
618,2.03142,1.22624,490.0,0.5
619,2.03352,1.20457,490.0,0.5
620,2.95034,1.45682,490.0,0.6
621,2.92852,1.45294,490.0,0.6
622,3.94053,1.69779,490.0,0.7
623,3.99182,1.68902,490.0,0.7
624,5.12089,1.93273,490.0,0.8
625,5.17069,1.93443,490.0,0.8
626,6.42057,2.17735,490.0,0.9
627,6.58057,2.18801,490.0,0.9
628,7.91507,2.4246,490.0,1.0
629,7.90839,2.41796,490.0,1.0
630,0.01223,0.03356,485.0,0.01
631,0.01171,0.03338,485.0,0.01
632,0.01199,0.03404,485.0,0.01
633,0.06917,0.34023,485.0,0.11
634,0.06759,0.26662,485.0,0.11
635,0.069,0.26667,485.0,0.11
636,0.38523,0.53232,485.0,0.21
637,0.3123,0.49631,485.0,0.21
638,0.32602,0.50202,485.0,0.21
639,0.75331,0.7305,485.0,0.31
640,0.74856,0.74032,485.0,0.31
641,0.74643,0.7307,485.0,0.31
642,1.37725,0.99017,485.0,0.41
643,1.32687,0.97014,485.0,0.41
644,1.32158,0.96474,485.0,0.41
645,2.33629,1.22567,485.0,0.51
646,2.03664,1.19941,485.0,0.51
647,2.02641,1.19012,485.0,0.51
648,3.11838,1.44682,485.0,0.61
649,2.85502,1.42772,485.0,0.61
650,2.89974,1.43529,485.0,0.61
651,4.01674,1.67325,485.0,0.71
652,3.85531,1.66727,485.0,0.71
653,3.95896,1.66503,485.0,0.71
654,5.17715,1.97026,485.0,0.81
655,5.05281,1.89675,485.0,0.81
656,5.02432,1.89883,485.0,0.81
657,6.71689,2.17313,485.0,0.91
658,6.38616,2.13441,485.0,0.91
659,6.32704,2.13759,485.0,0.91
660,0.01622,0.05769,485.0,0.02
661,0.01614,0.05649,485.0,0.02
662,0.02043,0.08025,485.0,0.03
663,0.02072,0.08235,485.0,0.03
664,0.02541,0.10474,485.0,0.04
665,0.02565,0.10482,485.0,0.04
666,0.03027,0.12917,485.0,0.05
667,0.03027,0.12762,485.0,0.05
668,0.03582,0.1542,485.0,0.06
669,0.03594,0.15301,485.0,0.06
670,0.04014,0.16971,485.0,0.07
671,0.03993,0.17035,485.0,0.07
672,0.04734,0.19976,485.0,0.08
673,0.04722,0.19771,485.0,0.08
674,0.05239,0.21697,485.0,0.09
675,0.05389,0.22286,485.0,0.09
676,0.08156,0.28983,485.0,0.12
677,0.07881,0.28624,485.0,0.12
678,0.0956,0.31488,485.0,0.13
679,0.09394,0.30953,485.0,0.13
680,0.11417,0.33528,485.0,0.14
681,0.11647,0.33627,485.0,0.14
682,0.13797,0.36257,485.0,0.15
683,0.13833,0.35772,485.0,0.15
684,0.15823,0.37857,485.0,0.16
685,0.16985,0.3847,485.0,0.16
686,0.19184,0.40763,485.0,0.17
687,0.2028,0.41154,485.0,0.17
688,0.22692,0.43224,485.0,0.18
689,0.22585,0.42753,485.0,0.18
690,0.25535,0.45684,485.0,0.19
691,0.2582,0.45283,485.0,0.19
692,0.35438,0.52475,485.0,0.22
693,0.3622,0.52443,485.0,0.22
694,0.41021,0.5536,485.0,0.23
695,0.39964,0.54621,485.0,0.23
696,0.43847,0.5707,485.0,0.24
697,0.42886,0.56632,485.0,0.24
698,0.47944,0.59761,485.0,0.25
